date,source.name,title,description,content,title_len,description_len
2026-06-19,RTE,Warm weather and promotions boost UK retail sales in May,"British retail sales rose more than expected in May, boosted by good weather and promotions from retailers, despite concerns about the war in Iran pushing up the cost of living, official data showed today.","British retail sales rose more than expected in May, boosted by good weather and promotions from retailers, despite concerns about the war in Iran pushing up the cost of living, official data showed … [+1848 chars]",56,205
2026-06-19,Abcnews.com,The Minions and their 'big boss' Chris Meledandri keep a blockbuster machine humming,"At a time of perpetual upheaval in Hollywood, the Paris-based animation studio Illumination has become one of Hollywood’s most consistent blockbuster-making operations","NEW YORK -- When Illumination founder and chief executive Chris Meledandri earlier this month received a star on the Hollywood Walk of Fame, he wondered how many visitors it will have.
In years to c… [+7431 chars]",84,167
2026-06-19,Etvbharat.com,US Gas Prices Dip Below $4 For 1st Time Since March But Remain 25% Higher Than Last Year,Prices fell overnight Wednesday into Thursday after President Donald Trump signed the tentative agreement with Iran.,"New York: The average U.S. price for a gallon of gas fell below $4 on Thursday, hitting a level not seen since the first full month of the war with Iran and providing a bit of relief to consumers squ… [+5217 chars]",88,116
2026-06-19,Abcnews.com,Vance delays trip to Switzerland to lead new US talks with Iran on its nuclear program,The White House says Vice President JD Vance is delaying a trip to Switzerland to lead a new round of negotiations with Iran over its nuclear program — raising questions about what’s next for the tentative agreement to end the war,WASHINGTON -- The White House said Thursday night that Vice President JD Vance was delaying a trip to Switzerland to lead a new round of negotiations with Iran over its nuclear program raising questi… [+6913 chars],86,230
2026-06-19,Abcnews.com,Vance delays trip to Switzerland to lead new US talks with Iran on its nuclear program,The White House says Vice President JD Vance is delaying a trip to Switzerland to lead a new round of negotiations with Iran over its nuclear program — raising questions about what’s next for the tentative agreement to end the war,WASHINGTON -- The White House said Thursday night that Vice President JD Vance was delaying a trip to Switzerland to lead a new round of negotiations with Iran over its nuclear program raising questi… [+6913 chars],86,230
2026-06-18,Www.gov.uk,"Homebuying shake-up to slash delays, cut costs and stop sales falling through",New rules introduced to simplify homebuying and selling making the process easier and simpler,"<ul><li>Families and first-time buyers set to save time, money, and stress under major changes to the homebuying process supporting the next generation and those locked out by a slow and unfair syste… [+21453 chars]",77,93
2026-06-18,Crooksandliars.com,CNBC: Strait Of Hormuz Reopening Will Probably Take Weeks,"It will take weeks to clear the backlog of ships in the Strait of Hormuz, industry executives and shipping experts have warned CNBC, as the critical waterway is set to reopen.
Oil prices initially dipped below $80 per barrel on news that the U.S. and Iran had…","It will take weeks to clear the backlog of ships in the Strait of Hormuz, industry executives and shipping experts have warned CNBC, as the critical waterway is set to reopen.
Oil prices initially d… [+1292 chars]",57,260
2026-06-18,Protothema.gr,Congestion in the Strait of Hormuz as US–Iran agreement revives shipping – Oil exports resume (videos),"The first major oil shipments are passing through the Strait again as shipping activity restarts, though shipping and insurance market officials remain cautious despite the increased movement
The post Congestion in the Strait of Hormuz as US–Iran agreement re…","Signs of normalisation are now emerging in navigation through the Strait of Hormuz, as tanker traffic has increased significantly just hours after the signing of a preliminary agreement between the U… [+2666 chars]",102,260
2026-06-18,Associated Press,Vance says US allows more than dozen ships through to Iranian ports,Vice President JD Vance has issued a fiery warning against Israeli officials who criticize U.S. President Donald Trump over the deal he reached with Iran. The Republican vice president during a news briefing at the White House on Thursday lashed out at member…,"WASHINGTON (AP) Vice President JD Vance said Thursday that the U.S. Navy has allowed more than a dozen ships through to Iranian ports, lifting a blockade as part of an agreement to end the war.
Vanc… [+3691 chars]",67,260
2026-06-18,Www.gov.uk,Chief Secretary to the Prime Minister announces new candidate for the Commissioner for Public Appointments,Fiona Cannon OBE has been confirmed as the Prime Minister's preferred candidate for the role of Commissioner for Public Appointments,"The Chief Secretary to the Prime Minister Darren Jones has today confirmed Fiona Cannon OBE as the Prime Ministers preferred candidate for the role of Commissioner for Public Appointments.
Fiona bri… [+1439 chars]",106,132
2026-06-18,WJXT News4JAX,"US gas prices now average less than $4, but still 25% higher than last year","U.S. gas prices have fallen to just below $4 a gallon on average, bringing some relief to drivers who have seen soaring costs amid Washington’s war with Iran.","NEW YORK The average U.S. price for a gallon of gas fell below $4 on Thursday, hitting a level not seen since the first full month of the war with Iran and providing a bit of relief to consumers sque… [+5140 chars]",75,158
2026-06-18,The Times of India,"Madhu Kela to become investor in Lloyds Engineering as part of SISCOL acquisition, to receive nearly 73 lakh shares","Lloyds Engineering will acquire an 88.12% stake in Steel Infra Solutions Company (SISCOL) for about Rs 1,073 crore through cash and share swaps. The deal expands its engineering, EPC and infrastructure capabilities, adding manufacturing capacity, design centr…","Lloyds Engineering on Thursday announced the acquisition of an 88.12% stake in Steel Infra Solutions Company (SISCOL) in a deal valued at about Rs 1,073 crore, with boutique investment firm MK Ventur… [+2464 chars]",115,260
2026-06-18,Protothema.gr,"AI, decarbonisation and future skills take centre stage at Imperial College Alumni event during Posidonia 2026","Artificial intelligence, decarbonisation and future leadership skills dominated discussions that highlighted the role of innovation and education in shaping the next era of global shipping
The post AI, decarbonisation and future skills take centre stage at Im…",The challenges shaping the future of global shippingfrom decarbonisation and digital transformation to leadership development and workforce readinesswere the focus of the seminar Maritime Innovation … [+2745 chars],110,260
2026-06-18,Financial Post,First Saudi Supertankers Start Leaving Hormuz After Deal,"Three Saudi supertankers were among a growing list of vessels exiting the Strait of Hormuz in an early sign of rising flows after the US and Iran’s interim peace deal, although some trade groups warned that their members needed more clarity on mines and other…","(Bloomberg) Three Saudi supertankers were among a growing list of vessels exiting the Strait of Hormuz in an early sign of rising flows after the US and Irans interim peace deal, although some trade … [+5121 chars]",56,260
2026-06-18,Financial Post,Stranded oil starts streaming out of Hormuz as deal takes effect,A growing stream of stranded oil is making its way out of the Strait of Hormuz as Kuwait said it will start ramping up production. Read on,"Trade associations warned that their members needed more clarity on mines and other practicalities, a stance that was echoed privately by several shipowners.
Still, the emergence of three Saudi supe… [+3098 chars]",64,138
2026-06-18,ComputerWeekly.com,Emerging tech is top growth priority for UK finance firms,Increasing numbers of banks see emerging technology as a priority of growth with artificial intelligence top of the list,"While two-thirds (64%) of UK finance firms are planning to increase overall expenditure, 91% said they will spend more on tech, with emerging tech now topping growth priorities.
Emerging tech invest… [+3108 chars]",57,120
2026-06-18,Breitbart News,Iranian Oil Tankers Pass U.S. Blockade Line After Ceasefire Deal Announced,"Ship tracking services say at least three Iranian oil tankers, carrying about five million barrels of oil, have passed through the former U.S. blockade line since President Donald Trump announced his ceasefire deal with Tehran on Sunday.
The post Iranian Oil …","Ship tracking services say at least three Iranian oil tankers, carrying about five million barrels of oil, have passed through the former U.S. blockade line since President Donald Trump announced his… [+2731 chars]",74,260
2026-06-17,The Irish Times,European shares advance as investors await details of Iran deal and Fed policy outlook,"Iseq All-Share index closes at fresh all-time high, with banking stocks and home builders in demand","European shares advanced on Wednesday as investors awaited details of the US-Iran peace agreement and the Federal Reserves policy outlook, while auto stocks fell after BMW cut its annual forecast.
T… [+3657 chars]",86,99
2026-06-17,GlobeNewswire,Coverys Elects Insurance Executive Michael L. Boguski to Board of Directors,Coverys today announced the election of Michael L. Boguski to the Medical Professional Mutual Insurance Company(Coverys) Board of Directors....,"BOSTON, June 17, 2026 (GLOBE NEWSWIRE) -- Coverys, a leading provider of medical professional liability (MPL) insurance and healthcare risk management services, today announced the election of Michae… [+3374 chars]",75,143
2026-06-17,Dailymail.com,"Amazon delivery driver, 43, who earned up to £2.4million helping over 100 students cheat in exams is jailed","From his unassuming Liverpool home, part-time tutor Shahid Adnan, 43, completed university coursework and took online tests for over 100 students around the UK in return for payment.","A dishonest Amazon driver who secretly raked in up to £2.4million after setting up a nationwide exam cheating factory has today been jailed for three years.
From his unassuming Liverpool home, part-… [+6915 chars]",107,182
2026-06-17,Dailymail.com,"Amazon delivery driver, 43, who earned up to £2.4million helping over 100 students cheat in exams is jailed","From his unassuming Liverpool home, part-time tutor Shahid Adnan, 43, completed university coursework and took online tests for over 100 students around the UK in return for payment.","A dishonest Amazon driver who secretly raked in up to £2.4million after setting up a nationwide exam cheating factory has today been jailed for three years.
From his unassuming Liverpool home, part-… [+6915 chars]",107,182
2026-06-17,ComputerWeekly.com,HSBC pens artificial intelligence deal with Google Cloud,HSBC and Google Cloud agree a multi-year contract to support UK bank’s adoption of artificial intelligence,"HSBC plans to create more than 200 artificial intelligence (AI) use cases across its business and expects to make hundreds of millions of pounds in revenue and efficiency gains as a result.
The bank… [+3045 chars]",56,106
2026-06-17,Biztoc.com,LDC invests in accountancy practice Fortus to support growth,"Fortus, an accountancy and business advisory practice based in York in the UK, has received an investment from LDC, the private equity arm of Lloyds Banking Group, to support its “next phase of growth”.
Financial details of the investment were not disclosed.
…","Fortus, an accountancy and business advisory practice based in York in the UK, has received an investment from LDC, the private equity arm of Lloyds Banking Group, to support its next phase of growth… [+143 chars]",60,260
2026-06-17,The Irish Times,US property giants seeking €40 million for Cherrywood lands,"The site has the potential for a high-density scheme anchored by about 600 apartments and 30,000sq m of retail and leisure uses","A site with potential for up to 600 apartments, as well as retail and leisure opportunities, is coming to the market in the heart of Cherrywood, south Dublin, with a guide price of 40 million.
The m… [+3925 chars]",59,127
2026-06-16,Biztoc.com,Here's How Much $100 Invested In Lloyds Banking Group 5 Years Ago Would Be Worth Today,"Lloyds Banking Group (NYSE:LYG) has outperformed the market over the past 5 years by 4.34% on an annualized basis producing an average annual return of 16.6%. Currently, Lloyds Banking Group has a market capitalization of $80.64 billion.
Buying $100 In LYG: I…","Lloyds Banking Group (NYSE:LYG) has outperformed the market over the past 5 years by 4.34% on an annualized basis producing an average annual return of 16.6%. Currently, Lloyds Banking Group has a ma… [+146 chars]",86,260
2026-06-16,BusinessLine,"Sensex gains 544 pts, Nifty ends near 24,000 as softer crude lifts market for third day, metal stocks lag","Equity benchmarks extended their winning streak to a third consecutive session on Tuesday, supported by improving global risk sentiment after a preliminary US-Iran peace deal eased concerns over energy supply disruptions and pushed crude oil prices lower.","Equity benchmarks extended their winning streak to a third consecutive session on Tuesday, supported by improving global risk sentiment after a preliminary US-Iran peace deal eased concerns over ener… [+5089 chars]",105,255
2026-06-16,BusinessLine,"US-Iran peace deal likely to bring relief to shipping, trade","The agreement between the US and Iran to end months of conflict in the Gulf region could ease pressure on global supply chains, lower energy prices and provide a boost to India’s economy and exports, feel experts in shipping, logistics and trade.","The agreement between the US and Iran to end months of conflict in the Gulf region could ease pressure on global supply chains, lower energy prices and provide a boost to Indias economy and exports, … [+4371 chars]",60,246
2026-06-16,ComputerWeekly.com,US mortgage provider moves beyond ‘superficial AI integrations’,Pennymac Financial Services is using generative artificial intelligence tools from Amazon Web Services to bring borrowing up to date,"Pennymac Financial Services has chosen Amazon Web Services (AWS) generative artificial intelligence (GenAI) tools as part of its plan to change how mortgages are made.
The US mortgage lender is expa… [+3166 chars]",63,132
2026-06-16,Help Net Security,Planning a trip? Fake travel sites are multiplying this summer,"Cyberattacks against hospitality, travel, and recreation organizations rose 24% year over year, reaching an average of 2,291 incidents per organization each week in May 2026, according to Check Point. (Source: Check Point) “The sector has more than doubled it…","Cyberattacks against hospitality, travel, and recreation organizations rose 24% year over year, reaching an average of 2,291 incidents per organization each week in May 2026, according to Check Point… [+1554 chars]",62,260
2026-06-15,News24,News24 | Shipping still mostly halted in Hormuz Strait: trackers,"Shipping through the Strait of Hormuz remained virtually at a standstill on Monday, according to tracking platforms, despite US President Donald Trump’s claim that crossings were resuming under his deal to end the war with Iran.","<ul><li>Trump claimed shipping was resuming through the Strait of Hormuz, but tracking platforms showed virtually no movement on Monday.</li><li>Only one or two vessels crossed the strait on Monday, … [+1960 chars]",64,228
2026-06-15,Big Cat Country,#Jaguars 2026 breakout candidates,"﻿New roles, new faces, and a healthy superstar ready to unleash.","Were officially in the long, quiet stretch of the NFL offseason. The Jags 2026 draftees are now all under contract, OTAs are underway, and the daily news cycle is largely fueled by training camp hype… [+6944 chars]",33,64
2026-06-15,Al Jazeera English,The slow death of Goldsmiths is a warning to British universities,The crisis at the London university shows how marketisation has pushed UK higher education to the brink.,"Staff at Goldsmiths, University of London one of the United Kingdoms most celebrated universities for arts, humanities and social sciences are on strike again. This time, it is indefinite. They are r… [+9316 chars]",65,104
2026-06-15,Financial Post,"KKR-Backed Firm Raises $1.3 Billion in Debt for EVs, Batteries","Zenobe Energy Ltd., a company backed by KKR & Co., has raised £980 million ($1.3 billion) of new debt financing to go toward expanding the fleet of green vehicles in the UK and Ireland.","(Bloomberg) Zenobe Energy Ltd., a company backed by KKR &amp; Co., has raised £980 million ($1.3 billion) of new debt financing to go toward expanding the fleet of green vehicles in the UK and Irelan… [+4006 chars]",62,185
2026-06-15,Crypto Briefing,Banks race to appoint chief AI officers amid rapid changes,"The rapid rise of chief AI officers in banking highlights AI's transformative potential, yet suggests the role's eventual obsolescence as AI integrates.
The post Banks race to appoint chief AI officers amid rapid changes appeared first on Crypto Briefing.","Three out of four major organizations now have a chief AI officer. A year ago, that number was barely one in four. The banking sector is leading this hiring frenzy, but the people filling these roles… [+2204 chars]",58,255
2026-06-15,Insurance Journal,Wall Street Is Gaining Access to New Catastrophe Models to Help Predict Wars,"As Wall Street races to incorporate war into its risk scenarios, the same people modeling natural catastrophes are now adapting their methodology to help investors, banks and insurers predict military conflicts. Since 2008, the number of countries engaged in …","As Wall Street races to incorporate war into its risk scenarios, the same people modeling natural catastrophes are now adapting their methodology to help investors, banks and insurers predict militar… [+6110 chars]",76,260
2026-06-15,Livemint,"NMDC looks beyond iron ore, targets 20% revenue from new minerals by 2030","India’s largest iron ore producer aims to derive up to 30% of revenue from non-iron ore and overseas assets by 2030, backed by coal mining, global acquisitions and capacity expansion.","Diversification drive
NMDC's diversification efforts are already gathering pace.
The company has entered coal mining, with one mine operational and a second scheduled to begin operations this fisca… [+3932 chars]",73,183
2026-06-14,ComputerWeekly.com,UK Finance ‘shocked but not surprised’ by rise in fraud as tech firms ‘profit’ from it,"Two-thirds of authorised push payment scams begin on tech platforms, according to UK Finance annual report","UK Finance said it was shocked but not surprised at a 4% increase in the amount stolen by payment fraudsters, and called for more action by tech firms that are inadvertently profiting from fraud.The … [+4255 chars]",86,106
2026-06-14,Fortune,Wall Street is gaining access to new catastrophe models to help predict wars,"The same people modeling natural disasters are now adapting their methodology to help investors, banks and insurers predict military conflicts.","As Wall Street races to incorporate war into its risk scenarios, the same people modeling natural catastrophes are now adapting their methodology to help investors, banks and insurers predict militar… [+5989 chars]",76,143
2026-06-14,Bloomberg,Wall Street is gaining access to new catastrophe models to help predict wars,"Wall Street adopts new catastrophe models to forecast wars, reshaping financial predictions amid escalating geopolitical risks.","As Wall Street races to incorporate war into its risk scenarios, the same people modeling natural catastrophes are now adapting their methodology to help investors, banks and insurers predict militar… [+5880 chars]",76,127
2026-06-12,Acme Packing Company,What does a role for MarShawn Lloyd actually look like?,Lloyd has a clean bill of health (for now). What will he do on the field?,"MarShawn Lloyd has been little more than an idea for his two years in Green Bay.
A 2024 third round pick out of USC, Lloyd has seen the field for just one regular season game in the intervening two … [+3267 chars]",55,73
